"Work type","Work item ID","Parent","Epic Name","Summary","Description","Priority","Component","Story Points","Labels","Labels","Labels","Labels","Labels"
"Story","247","217","","Build marketplace configuration and feature flags","Commission, fees, planner limits and feature rollout changeable from the console, with a record of who changed what.

*Acceptance criteria*
* An admin can configure commission and fee rules without a code change.
* Feature flags can be toggled per environment and per cohort.
* Configuration changes are versioned with actor, timestamp and previous value.
* A misconfiguration can be rolled back to a previous version in one action.

*Subtasks*
* Model versioned configuration with an audit trail
* Build the fee and commission configuration screen
* Implement the feature-flag service and its client hook
* Implement configuration rollback
* Document which settings are safe to change live

_BRD reference: FR-074_","Medium","Admin","5","epic-adm","phase-1-marketplace","admin","config",""
"Story","253","217","","Build the platform health and KPI dashboard","The numbers operations checks every morning, computed from defined event semantics rather than ad-hoc queries.

*Acceptance criteria*
* The dashboard shows user, business and booking KPIs with date filtering.
* Each metric has a written definition visible from the dashboard.
* Planner health - generation success rate, infeasible rate, fallback rate - is included.
* The dashboard loads in under three seconds on a month of data.

*Subtasks*
* Define the event semantics document and metric definitions
* Build the aggregation layer with materialised views where needed
* Build the KPI dashboard screen
* Add planner health metrics
* Add metric definition tooltips sourced from the definitions document

_BRD reference: FR-075, BRD S19_","Medium","Admin","5","epic-adm","phase-1-marketplace","admin","analytics",""
"Story","259","217","","Build the support case and report handling workflow","Reported reviews, reported listings and user support cases tracked to resolution rather than handled in an inbox.

*Acceptance criteria*
* A report or support case has status, owner, evidence and resolution.
* Cases can be assigned, reassigned and escalated.
* Resolution requires an outcome note.
* Case age and backlog are visible on the health dashboard.

*Subtasks*
* Model support cases and reports
* Build the case queue and detail screens
* Implement assignment, escalation and resolution
* Link cases to the entities they concern
* Add case metrics to the health dashboard

_BRD reference: FR-076_","Medium","Admin","5","epic-adm","phase-1-marketplace","admin","support",""
"Story","265","217","","Build automated data-quality checks","Catch stale availability, missing prices and invalid coordinates before a traveller finds them.

*Acceptance criteria*
* Scheduled checks flag stale availability, missing or unlabelled prices and coordinates outside Lebanon.
* Issues appear in an admin queue and can notify the owning business.
* A check can be triggered on demand as well as on schedule.
* Resolved issues close automatically on the next run.

*Subtasks*
* Implement the check framework and scheduler
* Write the stale-availability, missing-price and invalid-coordinate checks
* Build the data-quality queue screen
* Implement business notification for flagged issues
* Add check results to the health dashboard

_BRD reference: FR-077, BR-08, BR-09_","Medium","Admin","5","epic-adm","phase-1-marketplace","admin","data",""
"Epic","271","","Maps, Routing & Weather","Maps, Routing & Weather","The factual services the planner depends on: where things are, how long it takes to get between them, and whether the weather will ruin it. These must be real measurements, never guesses from a language model.

*Phase:* Phase 2 - AI Planner
*Stories in this epic:* 6","High","Planner","","epic-map","phase-2-ai-planner","","",""
"Story","272","271","","Integrate the routing and travel-time service","Real distance and duration between stops, cached hard because this is the most expensive external call in the product.

*Acceptance criteria*
* Travel time and distance between any two stops come from the configured routing provider.
* Results are cached by origin, destination, mode and time bucket.
* When the provider is unavailable, metrics are marked unavailable rather than estimated silently.
* Provider cost per plan is measurable and within the documented budget.

*Subtasks*
* Integrate the Google Maps routing API behind a provider interface
* Implement the distance-matrix cache with a TTL policy
* Implement graceful degradation when routing is unavailable
* Add per-plan routing cost instrumentation
* Write tests against a recorded provider fixture

_BRD reference: FR-031, AC-05, BR-04_","Highest","Planner","8","epic-map","phase-2-ai-planner","maps","planner",""
"Story","278","271","","Build the start-location picker","Three ways to say where you are starting from, and device location is never the only one.

*Acceptance criteria*
* A user can set the start location by search, by dropping a pin on the map, or by granting device location.
* Manual entry is always available; the flow never dead-ends on a denied permission.
* Precise location is requested only with explicit user permission.
* The chosen start location is shown in plain language, not as raw coordinates.

*Subtasks*
* Build the location search with place autocomplete
* Build the map pin-drop picker
* Implement the geolocation permission flow with denial handling
* Implement reverse geocoding for a human-readable label
* Persist the default start location to the profile

_BRD reference: FR-030, BR-17_","Highest","Planner","5","epic-map","phase-2-ai-planner","maps","traveller",""
"Story","284","271","","Implement multi-stop route optimisation","Sequence the stops to cut pointless driving while honouring locked stops, appointment times and the return-by constraint. This is an OR-Tools job, not a prompt.

*Acceptance criteria*
* The optimiser sequences stops to reduce total travel time subject to hard constraints.
* Locked stops keep their position; appointment-time stops keep their window.
* The return-by time and closing times are respected or the plan is reported infeasible.
* Optimiser output is validated against the routing service before display.

*Subtasks*
* Model the itinerary as a constrained routing problem
* Implement the OR-Tools solver with time windows
* Encode locked stops and fixed appointments as constraints
* Implement post-solve validation against real routing data
* Add solver timeout handling and a deterministic fallback ordering
* Benchmark solve time across 3, 6 and 10 stop plans

_BRD reference: FR-024, FR-032, AC-05_","Highest","Planner","13","epic-map","phase-2-ai-planner","planner","optimisation",""
"Story","291","271","","Integrate the weather forecast service","Open-Meteo for the prototype behind an interface, because production will need something with a commercial guarantee.

*Acceptance criteria*
* Forecasts are retrieved per location and date for the planning horizon.
* The provider sits behind an interface so it can be swapped without touching the planner.
* Forecast data carries its source and retrieval timestamp.
* Forecast unavailability degrades to no warning, never to a wrong warning.

*Subtasks*
* Define the weather provider interface
* Implement the Open-Meteo adapter with caching
* Store forecast source and timestamp with every retrieval
* Implement the unavailable-forecast degradation path
* Document the production provider decision and its cost

_BRD reference: FR-034, BR-18, AC-06_","High","Planner","5","epic-map","phase-2-ai-planner","weather","planner",""
"Story","297","271","","Implement weather-sensitivity classification and warnings","Classify what the weather can ruin, then warn about it clearly - without cancelling anything on the user's behalf.

*Acceptance criteria*
* Every experience carries an indoor, outdoor or weather-sensitive classification, editable by verified business or admin.
* A warning appears when configured thresholds are met for an affected stop.
* The warning names the affected stops and shows the forecast source timestamp.
* A warning never cancels or alters a booking automatically.

*Subtasks*
* Add the classification field and its editors in business and admin
* Define the configurable warning thresholds
* Implement the warning evaluation in the planning pipeline
* Build the itinerary weather warning component
* Write tests asserting no booking state changes on a warning

_BRD reference: FR-033, FR-034, AC-06_","High","Planner","5","epic-map","phase-2-ai-planner","weather","planner",""
"Story","303","271","","Implement partial replanning for weather-affected stops","Rebuild only the parts the weather hit, and leave the rest of the plan alone.

*Acceptance criteria*
* A user can rebuild only the weather-affected portion of a trip.
* Locked stops and unaffected stops keep their place where feasible.
* The replan recalculates downstream time, route and cost.
* If no feasible replacement exists, the user is told plainly rather than shown a worse plan silently.

*Subtasks*
* Implement affected-segment detection
* Implement the constrained partial re-solve
* Build the replan-affected-stops UI action
* Show a before-and-after diff of the changed segment
* Handle the no-feasible-alternative case explicitly

_BRD reference: FR-035, AC-06_","Medium","Planner","8","epic-map","phase-2-ai-planner","weather","planner",""
"Epic","309","","AI Trip Builder","AI Trip Builder","The product's centrepiece and its biggest risk. The language model reads intent and writes explanations; it never invents a place, a price or a total. Every stop resolves to a real entity ID.

*Phase:* Phase 2 - AI Planner
*Stories in this epic:* 13","High","Planner","","epic-aip","phase-2-ai-planner","","",""
"Story","310","309","","Build the intent extraction service","Turn a sentence in Arabic, Lebanese Arabic, English, French or a mix of them into validated structured constraints.

*Acceptance criteria*
* Free text in any of the supported languages returns a validated structured constraint object.
* Lebanese Arabic phrasing is handled, not just Modern Standard Arabic.
* Missing required fields produce a clarification request rather than a guess.
* The extractor output is schema-validated; malformed output is retried then failed safely.

*Subtasks*
* Define the trip-constraint schema with Pydantic
* Write and version the extraction prompt with few-shot examples
* Build the Lebanese Arabic example set for the prompt and the tests
* Implement schema validation with bounded retry
* Implement the clarification-question generator for missing fields
* Build the evaluation set of 100 real phrasings across the three languages

_BRD reference: FR-020, FR-021, AC-03_","Highest","Planner","8","epic-aip","phase-2-ai-planner","ai","planner",""
"Story","317","309","","Build the clarification loop","Ask for what is genuinely missing, once, rather than interrogating the user or inventing defaults invisibly.

*Acceptance criteria*
* The planner asks only for constraints it cannot default safely.
* Any assumed default is shown to the user on the plan itself.
* The user can answer clarifications inline without losing what they already typed.
* No more than two clarification rounds before the planner proceeds with visible assumptions.

*Subtasks*
* Define which constraints are required versus defaultable
* Build the inline clarification UI
* Implement the assumptions banner on generated plans
* Cap clarification rounds and proceed with stated defaults

_BRD reference: FR-021, BRD S11_","High","Planner","5","epic-aip","phase-2-ai-planner","ai","planner",""
"Story","322","309","","Build structured candidate retrieval","Pull candidates from Mshwar inventory before a single word of itinerary text is generated. This is the rule that keeps the product honest.

*Acceptance criteria*
* Candidate retrieval runs against the database before any generation step.
* Every candidate carries a valid internal entity ID and an active published status.
* Retrieval combines structured filters with vector similarity over verified descriptions.
* A plan cannot be assembled from anything not returned by retrieval.

*Subtasks*
* Implement the structured filter query from the constraint object
* Implement pgvector similarity retrieval over experience embeddings
* Implement hybrid scoring and candidate-set assembly
* Enforce the entity-ID contract between retrieval and assembly
* Write a test asserting no stop can exist without a retrieved candidate

_BRD reference: FR-022, BR-01, AC-03_","Highest","Planner","8","epic-aip","phase-2-ai-planner","ai","planner",""
"Story","328","309","","Implement hard eligibility filtering","Filter candidates against the constraints that cannot be negotiated: hours, duration, capacity, travel feasibility and budget.

*Acceptance criteria*
* Candidates are filtered against opening hours, duration, capacity, travel feasibility and budget.
* A hard-constraint violation is blocked, or flagged explicitly before display - never hidden.
* A strict budget is not exceeded without an explicit warning and user approval.
* A stop is not scheduled outside known opening hours unless the business supports appointment exceptions.

*Subtasks*
* Implement the opening-hours feasibility check with exception support
* Implement the capacity and availability eligibility check
* Implement the travel-feasibility check using real routing data
* Implement the budget check with the strict-budget warning path
* Build the constraint-violation explanation format
* Write the eligibility test matrix covering each constraint independently

_BRD reference: FR-023, AC-04, BR-05, BR-06_","Highest","Planner","8","epic-aip","phase-2-ai-planner","planner","rules",""
"Story","335","309","","Implement candidate ranking","Rank the eligible candidates against the user's stated preferences, with sponsored placement labelled and unable to bypass eligibility.

*Acceptance criteria*
* Ranking uses stated preferences, factual attributes and compatibility, not fabricated popularity.
* Sponsored placement is clearly labelled and cannot override a hard eligibility rule.
* Ranking weights are configurable and versioned.
* The same input produces the same ranking - the ranker is deterministic.

*Subtasks*
* Define the ranking feature set and weights
* Implement the deterministic scoring function
* Implement sponsored-placement injection with labelling and eligibility guard
* Make weights configurable through admin configuration
* Write ranking regression tests with a golden fixture set

_BRD reference: BRD S11, BR-10_","High","Planner","8","epic-aip","phase-2-ai-planner","ai","planner",""
"Story","341","309","","Build the itinerary assembly and cost computation","Assemble the timeline and compute the total from stored price components. The model may explain the number; it may never produce it.

*Acceptance criteria*
* The itinerary shows timeline, total estimated cost, travel segments, stop durations and booking status.
* The total is computed from stored structured price components in backend code.
* Estimated and from-price components are labelled in the breakdown.
* A test asserts the displayed total equals the sum computed from the database.

*Subtasks*
* Implement the itinerary assembly service
* Implement the cost breakdown calculator over price components
* Build the itinerary timeline UI with travel segments
* Build the cost breakdown panel with per-component labelling
* Write the total-integrity test asserting no model involvement

_BRD reference: FR-025, BR-04, AC-03_","Highest","Planner","8","epic-aip","phase-2-ai-planner","planner","booking",""
"Story","347","309","","Implement stop locking and targeted regeneration","Let a user pin what they already love and ask for everything else to change.

*Acceptance criteria*
* A user can lock a stop and request changes to the rest of the plan.
* Locked stops are unchanged unless a feasibility conflict makes them impossible.
* Any forced change to a locked stop is explained explicitly.
* Regeneration recalculates time, route and cost for the whole plan.

*Subtasks*
* Add lock state to the itinerary model
* Pass locks as hard constraints into the solver
* Build the lock and unlock controls on the itinerary
* Implement the locked-stop conflict explanation
* Write tests covering lock plus infeasibility

_BRD reference: FR-026, AC-07_","Highest","Planner","8","epic-aip","phase-2-ai-planner","planner","traveller",""
"Story","353","309","","Implement single-stop replacement","Swap one stop for an alternative and recompute everything downstream before the user commits.

*Acceptance criteria*
* A user can replace a stop with alternatives that match the remaining constraints.
* Replacement recalculates downstream time, cost and route before confirmation.
* The alternatives list shows why each one fits.
* The user sees the delta in time and cost before accepting.

*Subtasks*
* Implement the alternatives query for a given slot
* Build the replace-stop panel with alternatives
* Implement downstream recalculation and the preview diff
* Implement accept and cancel for the proposed replacement

_BRD reference: FR-027, AC-07_","Highest","Planner","5","epic-aip","phase-2-ai-planner","planner","traveller",""
"Story","358","309","","Implement conversational trip refinement","Convert phrases like less driving or make it more romantic into structured preference changes, then revalidate the whole plan.

*Acceptance criteria*
* Free-text edits are converted into structured preference changes.
* The revised plan is revalidated against all hard constraints.
* The user sees what the system understood before the plan changes.
* An unparseable request asks for clarification rather than silently doing nothing.

*Subtasks*
* Define the refinement intent schema
* Write and version the refinement prompt
* Build the refinement chat panel on the trip editor
* Show the interpreted change for confirmation
* Handle unparseable refinements with a clarification

_BRD reference: FR-028_","Medium","Planner","8","epic-aip","phase-2-ai-planner","ai","planner",""
"Story","364","309","","Build recommendation explanations with RAG","Explain why each stop is there, grounded in the user's stated preferences and factual attributes only.

*Acceptance criteria*
* Explanations reference user preferences and factual entity attributes.
* No explanation exposes model internals, scores or private data.
* Explanations are generated from retrieved verified content, not from model memory.
* An explanation never contains a price, time or total that contradicts the structured plan.

*Subtasks*
* Build the RAG retrieval over verified business content
* Write and version the explanation prompt with grounding constraints
* Implement the contradiction check between explanation and structured plan
* Build the explanation UI on each stop

_BRD reference: FR-029, BR-04_","Medium","Planner","5","epic-aip","phase-2-ai-planner","ai","planner",""
"Story","369","309","","Persist itinerary versions for auditability","Every AI-generated version is stored before booking, so the plan that was booked can always be reconstructed.

*Acceptance criteria*
* Each generated or edited itinerary version is persisted with its constraints and inputs.
* A booking references the exact itinerary version it was made from.
* Version history is viewable by the user and by admin support.
* Versions are immutable once written.

*Subtasks*
* Model itinerary versions with immutable snapshots
* Persist the constraint object and retrieval inputs per version
* Link bookings to itinerary versions
* Build the version history view
* Write immutability tests

_BRD reference: BR-19, BR-25_","High","Planner","5","epic-aip","phase-2-ai-planner","planner","audit",""
"Story","375","309","","Build the AI failure fallback path","When the model provider is down, the product still works - it just works without natural language.

*Acceptance criteria*
* AI provider failure falls back to structured filter-based planning.
* The fallback never corrupts persisted state or leaves a half-written plan.
* The user is told plainly that the natural-language path is unavailable.
* The fallback is exercised by an automated test and by a documented manual drill.

*Subtasks*
* Implement provider timeout, retry and circuit-breaker policy
* Implement the structured-only planning fallback
* Ensure transactional integrity across the fallback boundary
* Build the degraded-mode user messaging
* Add a fault-injection test for provider failure

_BRD reference: AC-13, BRD S18_","Highest","Planner","5","epic-aip","phase-2-ai-planner","ai","resilience",""
"Story","381","309","","Build prompt-injection and output-safety guards","User text and business-written descriptions both reach the model. Neither may be allowed to change what the system does.

*Acceptance criteria*
* Business descriptions and user input are treated as data, never as instructions.
* The model cannot trigger a booking, a payment or a price change through its output.
* Model output is schema-validated before it influences any state.
* Injection attempts are logged and surfaced in the admin health dashboard.

*Subtasks*
* Implement input and retrieved-content isolation in the prompt structure
* Restrict the model to read-only tool surfaces
* Add strict output schema validation at every model boundary
* Build the injection-attempt test suite
* Log and alert on suspected injection patterns

_BRD reference: BRD S16, BR-04_","Highest","Planner","5","epic-aip","phase-2-ai-planner","ai","security",""
"Epic","387","","Availability, Booking & Payments","Availability, Booking & Payments","Where a plan becomes a commitment and money becomes involved. Snapshots, idempotency and reconciliation are non-negotiable here.

*Phase:* Phase 3 - Booking
*Stories in this epic:* 12","High","Booking","","epic-bkg","phase-3-booking","","",""
"Story","388","387","","Implement the three booking modes","Instant confirm, request to book and inquiry only - with the mode visible before the traveller commits to anything.

*Acceptance criteria*
* A business can configure each experience as instant confirm, request to book or inquiry only.
* The mode is shown to the traveller before any commitment step.
* Instant confirm is only selectable when the business maintains authoritative capacity.
* The product keeps a clear distinction between a suggestion, a request and a confirmed booking.

*Subtasks*
* Add the booking-mode field and its business-side editor
* Gate instant confirm on authoritative-capacity configuration
* Surface the mode on listing, itinerary and checkout
* Implement the three distinct commitment flows

_BRD reference: FR-040, BR-07, BR-25_","Highest","Booking","5","epic-bkg","phase-3-booking","booking","",""
"Story","393","387","","Implement overbooking prevention with database-level guarantees","Two travellers clicking at the same second must not both get the last place. Enforce it in Postgres, not in application logic.

*Acceptance criteria*
* Concurrent booking attempts on the last slot produce exactly one success.
* Capacity is enforced by a transactional check or an EXCLUDE constraint, not by a read-then-write.
* A concurrency test with parallel requests proves no oversell.
* Failure to secure capacity returns a clear, actionable message.

*Subtasks*
* Implement the capacity constraint with btree_gist EXCLUDE where applicable
* Implement the transactional hold-then-commit path
* Write the parallel-request concurrency test
* Implement hold expiry for abandoned checkouts
* Build the capacity-unavailable user messaging

_BRD reference: FR-041, BR-07_","Highest","Booking","8","epic-bkg","phase-3-booking","booking","database",""
"Story","399","387","","Implement the booking state machine","Draft, pending, confirmed, rejected, cancelled, completed, refunded - with invalid transitions blocked and every move audited.

*Acceptance criteria*
* All seven states exist and every transition is explicitly allowed or blocked.
* An invalid transition raises an error and changes nothing.
* Every transition records actor, timestamp, reason and correlation ID.
* The state timeline is visible to the traveller, the business and admin.

*Subtasks*
* Define the state machine and its transition table
* Implement transition guards at the service layer
* Implement the booking audit timeline
* Write exhaustive transition tests including every blocked path
* Build the timeline UI component shared across surfaces

_BRD reference: FR-043, AC-11, BR-25_","Highest","Booking","8","epic-bkg","phase-3-booking","booking","",""
"Story","405","387","","Implement price and policy snapshots","A booking freezes the price and the cancellation policy as they were at the moment of commitment.

*Acceptance criteria*
* A booking stores an immutable snapshot of price components and cancellation policy.
* A later price or policy change by the business does not affect an existing booking.
* The snapshot is what the confirmation, the refund calculation and any dispute reference.
* A test proves a policy edit after booking leaves the booking's terms unchanged.

*Subtasks*
* Model the snapshot structures as immutable JSON columns
* Capture snapshots at the commitment transaction
* Use the snapshot in confirmation rendering and refund computation
* Write the post-booking-edit immutability test

_BRD reference: FR-042, BR-12, AC-11_","Highest","Booking","5","epic-bkg","phase-3-booking","booking","trust",""
"Story","410","387","","Build the checkout flow","From listing or itinerary to a committed booking, with party size, date, price and policy all confirmed before money is discussed.

*Acceptance criteria*
* A user can book from a listing page and from within an itinerary.
* Checkout captures party size, date and time, and shows the price and policy before commitment.
* A payment request is created only after the backend validates price, availability and booking state.
* The flow works at 390px and in all three languages.

*Subtasks*
* Build the checkout screens for all three booking modes
* Implement server-side pre-payment validation
* Implement the booking draft and hold lifecycle
* Build the review-and-confirm step with the full breakdown
* Localise and RTL-test the checkout flow

_BRD reference: FR-042, FR-044, AC-11_","Highest","Booking","8","epic-bkg","phase-3-booking","booking","traveller",""
"Story","416","387","","Build the payment provider abstraction","Lebanon is not a supported Stripe country. Stripe test mode can carry the academic demo, but the interface has to assume it will be replaced.

*Acceptance criteria*
* Payments go through a provider interface; no Stripe type appears in domain code.
* Provider-specific identifiers are stored separately from business booking identifiers.
* A second provider can be added without changing the booking service.
* The production-provider decision and its constraints are documented for the pilot phase.

*Subtasks*
* Define the payment provider interface and domain types
* Implement the Stripe test-mode adapter
* Separate provider references from booking references in the schema
* Write a stub second adapter proving the abstraction holds
* Document the Lebanon payment-provider constraint and candidate options

_BRD reference: FR-045, BRD S26_","Highest","Booking","8","epic-bkg","phase-3-booking","payments","architecture",""
"Story","422","387","","Implement webhook verification and reconciliation","Payment succeeded does not mean booking confirmed. The two have to be reconciled, and the webhook has to be proven genuine.

*Acceptance criteria*
* Webhook signatures are verified; unverified payloads are rejected and logged.
* Webhook handling is idempotent - a replayed event changes nothing twice.
* A payment success with a failed booking is detected and resolved by reconciliation.
* Mismatches appear in an operations queue rather than failing silently.

*Subtasks*
* Implement signature verification for the Stripe adapter
* Implement idempotent webhook processing with an event log
* Build the reconciliation job for payment and booking mismatches
* Build the operations reconciliation queue
* Write replay and mismatch tests

_BRD reference: FR-045, FR-048, BR-14, AC-12_","Highest","Booking","8","epic-bkg","phase-3-booking","payments","security",""
"Story","428","387","","Implement idempotency across booking and payment writes","A double-click, a retry or a flaky network must not produce two reservations or two charges.

*Acceptance criteria*
* Booking and payment operations accept and enforce an idempotency key.
* A repeated request with the same key returns the original result without a second side effect.
* Keys expire on a documented schedule.
* A test simulates duplicate submission and asserts a single booking and a single charge.

*Subtasks*
* Add the idempotency key store with TTL
* Enforce idempotency in the booking commitment endpoint
* Enforce idempotency in the payment intent endpoint
* Write duplicate-submission tests for both paths

_BRD reference: BR-13, FR-048_","Highest","Booking","5","epic-bkg","phase-3-booking","booking","payments",""
"Story","433","387","","Implement the outbox pattern for reliable side effects","A booking confirmation must not be lost because an email provider was down at the wrong moment.

*Acceptance criteria*
* Side effects are written to an outbox in the same transaction as the state change.
* A worker publishes outbox entries with retry and backoff.
* A failed side effect never rolls back or duplicates the business transaction.
* Outbox depth and failure rate are observable.

*Subtasks*
* Implement the outbox table and transactional write
* Build the outbox publisher worker with retry and dead-lettering
* Wire booking events into the outbox
* Add outbox depth and failure metrics to monitoring

_BRD reference: FR-080, FR-083, migration 004_","High","Booking","5","epic-bkg","phase-3-booking","booking","architecture",""
"Story","438","387","","Implement cancellation and refund eligibility","Eligibility is computed from the policy snapshot on the booking, not from whatever the policy says today.

*Acceptance criteria*
* Cancellation eligibility and any refund amount are computed from the booking's policy snapshot.
* A traveller sees the exact consequence before confirming a cancellation.
* A business cancellation requires a reason and triggers the refund or alternative workflow.
* Refund state is reflected in the booking state machine and in notifications.

*Subtasks*
* Implement the policy evaluation engine over snapshots
* Build the traveller cancellation flow with consequence preview
* Build the business cancellation flow with reason capture
* Implement refund initiation through the provider interface
* Write policy-evaluation tests across the full window matrix

_BRD reference: FR-047, BR-16, BR-15_","High","Booking","8","epic-bkg","phase-3-booking","booking","payments",""
"Story","444","387","","Build booking confirmations","An itemised confirmation generated from persisted data, in the user's language.

*Acceptance criteria*
* The confirmation itemises the booking, the price breakdown and the policies.
* It is generated from persisted booking and payment records, never from generated text.
* It is delivered by email and in-app and is retrievable later from the bookings list.
* It renders correctly in Arabic RTL.

*Subtasks*
* Build the confirmation document template in three languages
* Generate confirmations from persisted records only
* Deliver by email and in-app through the outbox
* Make confirmations retrievable from the bookings list

_BRD reference: FR-046, AC-11_","Highest","Booking","3","epic-bkg","phase-3-booking","booking","notifications",""
"Story","449","387","","Prove that failed payments never produce confirmed bookings","The specific failure the BRD calls out: a timed-out or failed payment must not leave a confirmed paid booking behind.

*Acceptance criteria*
* A failed payment leaves the booking unconfirmed and the capacity released.
* A timed-out payment resolves deterministically through reconciliation.
* No code path can confirm a booking without a verified successful payment for paid inventory.
* Fault-injection tests cover failure, timeout and late-success cases.

*Subtasks*
* Write the fault-injection harness for payment outcomes
* Test the failed-payment path end to end
* Test the timeout-then-late-success path
* Verify capacity release on every failure path

_BRD reference: FR-048, AC-12, BR-14_","Highest","Booking","5","epic-bkg","phase-3-booking","payments","testing",""
"Epic","454","","Notifications & Messaging","Notifications & Messaging","Transactional messages that are triggered by persisted events, retryable, observable, and kept strictly separate from marketing.

*Phase:* Phase 3 - Booking
*Stories in this epic:* 5","High","Platform","","epic-ntf","phase-3-booking","","",""
"Story","455","454","","Build the notification service and channel abstraction","One service, multiple channels, every message driven by a persisted event.

*Acceptance criteria*
* Notifications are triggered by persisted events through the outbox, never fired inline.
* Email and in-app channels are implemented behind a shared interface.
* Delivery attempts, failures and retries are recorded per notification.
* A failed delivery never duplicates the underlying booking or payment action.

*Subtasks*
* Define the notification event taxonomy
* Implement the notification service and channel interface
* Implement the email adapter with templating
* Implement the in-app notification store and feed
* Record delivery attempts and outcomes

_BRD reference: FR-080, FR-083_","High","Platform","5","epic-ntf","phase-3-booking","notifications","architecture",""
"Story","461","454","","Build traveller transactional notifications","Booking requested, confirmed, rejected, cancelled, payment status and material itinerary changes.

*Acceptance criteria*
* Each listed event produces a notification in the user's language.
* Every notification links directly to the relevant booking or trip.
* Material itinerary changes made by the platform are notified, not silently applied.
* Users can see the full notification history at /notifications.

*Subtasks*
* Build templates for each traveller event in three languages
* Wire booking lifecycle events to notifications
* Implement the material-change detection for itineraries
* Build the in-app notification feed with read state

_BRD reference: FR-080_","High","Platform","5","epic-ntf","phase-3-booking","notifications","traveller",""
"Story","466","454","","Build business notifications","A new request that sits unanswered is lost revenue, so the business hears about it immediately and can act in one click.

*Acceptance criteria*
* A business is notified of new booking requests and other time-sensitive actions.
* Every notification contains a direct link to the relevant booking.
* Notification preferences are configurable per staff role.
* An unanswered request escalates on a configurable schedule.

*Subtasks*
* Build business notification templates
* Wire request events to business notifications with deep links
* Implement per-role notification preferences
* Implement the unanswered-request escalation

_BRD reference: FR-081_","High","Platform","3","epic-ntf","phase-3-booking","notifications","business",""
"Story","471","454","","Separate marketing from transactional communication","A user can opt out of marketing and still receive the email that tells them their booking was rejected.

*Acceptance criteria*
* Marketing and transactional messages use separate consent flags.
* Opting out of marketing never suppresses a transactional message.
* Consent state and its change history are stored per user.
* Every marketing message carries a working unsubscribe.

*Subtasks*
* Model marketing and transactional consent separately
* Build the communication preferences screen
* Enforce the consent check at send time
* Implement unsubscribe handling and its audit trail

_BRD reference: FR-082_","High","Platform","3","epic-ntf","phase-3-booking","notifications","privacy",""
"Story","476","454","","Make notification delivery observable and retryable","Failures should be visible in a dashboard, not discovered by a complaining customer.

*Acceptance criteria*
* Delivery failures are visible in the admin health dashboard.
* Failed notifications retry with backoff and dead-letter after a documented limit.
* Retrying a notification never repeats the booking or payment action behind it.
* Delivery rate and failure rate are tracked per channel.

*Subtasks*
* Implement retry with exponential backoff and dead-lettering
* Build the notification health panel in admin
* Add per-channel delivery metrics
* Implement manual resend from admin with an audit entry

_BRD reference: FR-083_","Medium","Platform","3","epic-ntf","phase-3-booking","notifications","observability",""
"Epic","481","","Group Planning, Favorites & Reviews","Group Planning, Favorites & Reviews","The social layer: share a trip, collect votes, and let people who actually went write about it. Reviews are moderated for abuse but never rewritten.

*Phase:* Phase 4 - Group + Weather
*Stories in this epic:* 6","High","Traveller","","epic-grp","phase-4-group-weather","","",""
"Story","482","481","","Build shareable group-planning links with roles","A trip owner shares one link, and the link itself decides whether the recipient can look, vote or edit.

*Acceptance criteria*
* A trip owner can create a shareable link with a view, vote or edit permission.
* A participant can join without creating an account when the link permits it.
* The owner can revoke a link and see who has joined.
* Permissions are enforced server-side, not just hidden in the UI.

*Subtasks*
* Model share links, permissions and participants
* Implement link creation, revocation and expiry
* Implement the guest participation path with a session identity
* Build the share dialog and the participants panel
* Write permission enforcement tests per role

_BRD reference: FR-050, AC-08_","High","Traveller","8","epic-grp","phase-4-group-weather","group","traveller",""
"Story","488","481","","Implement participant voting","Participants vote on suggested experiences and categories, and can change their mind until the trip is locked.

*Acceptance criteria*
* Participants can vote on suggested experiences and categories.
* Votes are attributed to a participant or session and can be updated until the trip is locked.
* Vote counts update for everyone without a manual refresh.
* Locking the trip closes voting and states who locked it and when.

*Subtasks*
* Model votes with participant attribution
* Build the voting UI on the group trip page
* Implement vote updates and the tally
* Implement trip locking and its effect on voting
* Add polling or live updates for the tally

_BRD reference: FR-051, AC-08_","High","Traveller","5","epic-grp","phase-4-group-weather","group","traveller",""
"Story","494","481","","Build the group recommendation summary","Summarise where the group agrees and where it does not, without exposing anything a participant did not agree to share.

*Acceptance criteria*
* The summary reports agreement, disagreement and the main trade-offs.
* No participant's private preference is shown beyond what they agreed to share.
* The summary is derived from recorded votes and shared preferences only.
* The summary updates as votes change.

*Subtasks*
* Define the group-fit scoring across participant preferences
* Implement the privacy filter over participant data
* Build the agreement summary component
* Write tests asserting unshared preferences never appear

_BRD reference: FR-052_","Medium","Traveller","5","epic-grp","phase-4-group-weather","group","ai",""
