"Work type","Work item ID","Parent","Epic Name","Summary","Description","Priority","Component","Story Points","Labels","Labels","Labels","Labels","Labels"
"Sub-task","130","128","","Generate and store pgvector embeddings for experiences","Subtask of: Implement keyword and natural-language search

_Epic: Catalogue, Search & Discovery_","High","Traveller","","epic-cat","phase-1-marketplace","","",""
"Sub-task","131","128","","Implement hybrid keyword plus vector retrieval","Subtask of: Implement keyword and natural-language search

_Epic: Catalogue, Search & Discovery_","High","Traveller","","epic-cat","phase-1-marketplace","","",""
"Sub-task","132","128","","Implement the query-to-filter parser","Subtask of: Implement keyword and natural-language search

_Epic: Catalogue, Search & Discovery_","High","Traveller","","epic-cat","phase-1-marketplace","","",""
"Sub-task","133","128","","Build the zero-result relaxation suggestions","Subtask of: Implement keyword and natural-language search

_Epic: Catalogue, Search & Discovery_","High","Traveller","","epic-cat","phase-1-marketplace","","",""
"Story","134","115","","Build the interactive map view","A map that stays in sync with the list, so a marker and a card are always the same thing.

*Acceptance criteria*
* Users can switch between list and map without losing filters or scroll position.
* Markers correspond exactly to the visible result set and open the matching detail card.
* Clustering handles dense areas such as Beirut without hiding results.
* The map is usable at 390px and degrades to the list if the map fails to load.

*Subtasks*
* Integrate Google Maps Platform with an API key restricted by referrer
* Implement marker rendering, clustering and hover sync
* Build the map detail card and its link to the listing
* Implement viewport-driven search with a search-this-area control
* Add the map failure fallback

_BRD reference: FR-013, AC-02_","Highest","Traveller","8","epic-cat","phase-1-marketplace","catalogue","maps",""
"Sub-task","135","134","","Integrate Google Maps Platform with an API key restricted by referrer","Subtask of: Build the interactive map view

_Epic: Catalogue, Search & Discovery_","Highest","Traveller","","epic-cat","phase-1-marketplace","","",""
"Sub-task","136","134","","Implement marker rendering, clustering and hover sync","Subtask of: Build the interactive map view

_Epic: Catalogue, Search & Discovery_","Highest","Traveller","","epic-cat","phase-1-marketplace","","",""
"Sub-task","137","134","","Build the map detail card and its link to the listing","Subtask of: Build the interactive map view

_Epic: Catalogue, Search & Discovery_","Highest","Traveller","","epic-cat","phase-1-marketplace","","",""
"Sub-task","138","134","","Implement viewport-driven search with a search-this-area control","Subtask of: Build the interactive map view

_Epic: Catalogue, Search & Discovery_","Highest","Traveller","","epic-cat","phase-1-marketplace","","",""
"Sub-task","139","134","","Add the map failure fallback","Subtask of: Build the interactive map view

_Epic: Catalogue, Search & Discovery_","Highest","Traveller","","epic-cat","phase-1-marketplace","","",""
"Story","140","115","","Build the listing detail page","The page a traveller decides on: verified data, labelled prices, policies, availability status and the booking mode stated up front.

*Acceptance criteria*
* The page shows verified business data, price model, location, duration, policies, images and availability status.
* Estimated, from-price and quote-required values are explicitly labelled as such.
* The booking mode - instant confirm, request to book, or inquiry - is visible before any commitment.
* Add to trip and favorite are available without forcing AI plan generation.

*Subtasks*
* Build the gallery, header and key-facts block
* Build the price and policy block with explicit labelling
* Build the availability panel reflecting booking mode
* Implement add-to-trip and favorite from the detail page
* Add structured data markup for search engines

_BRD reference: FR-014, BR-03, BR-25_","Highest","Traveller","8","epic-cat","phase-1-marketplace","catalogue","traveller",""
"Sub-task","141","140","","Build the gallery, header and key-facts block","Subtask of: Build the listing detail page

_Epic: Catalogue, Search & Discovery_","Highest","Traveller","","epic-cat","phase-1-marketplace","","",""
"Sub-task","142","140","","Build the price and policy block with explicit labelling","Subtask of: Build the listing detail page

_Epic: Catalogue, Search & Discovery_","Highest","Traveller","","epic-cat","phase-1-marketplace","","",""
"Sub-task","143","140","","Build the availability panel reflecting booking mode","Subtask of: Build the listing detail page

_Epic: Catalogue, Search & Discovery_","Highest","Traveller","","epic-cat","phase-1-marketplace","","",""
"Sub-task","144","140","","Implement add-to-trip and favorite from the detail page","Subtask of: Build the listing detail page

_Epic: Catalogue, Search & Discovery_","Highest","Traveller","","epic-cat","phase-1-marketplace","","",""
"Sub-task","145","140","","Add structured data markup for search engines","Subtask of: Build the listing detail page

_Epic: Catalogue, Search & Discovery_","Highest","Traveller","","epic-cat","phase-1-marketplace","","",""
"Story","146","115","","Implement favorites","Save a listing once, see it everywhere, and never end up with duplicates.

*Acceptance criteria*
* A user can favorite and unfavorite from grid, map card and detail page.
* A unique constraint prevents duplicate favorites at the database level.
* Favorites survive sign-out and sign-in.
* Optimistic UI rolls back cleanly if the write fails.

*Subtasks*
* Add the favorites table with a unique constraint
* Implement the toggle endpoint as idempotent
* Wire the favorite control into all three surfaces
* Handle the guest-to-signed-in favorite merge

_BRD reference: FR-015, FR-053_","High","Traveller","3","epic-cat","phase-1-marketplace","traveller","",""
"Sub-task","147","146","","Add the favorites table with a unique constraint","Subtask of: Implement favorites

_Epic: Catalogue, Search & Discovery_","High","Traveller","","epic-cat","phase-1-marketplace","","",""
"Sub-task","148","146","","Implement the toggle endpoint as idempotent","Subtask of: Implement favorites

_Epic: Catalogue, Search & Discovery_","High","Traveller","","epic-cat","phase-1-marketplace","","",""
"Sub-task","149","146","","Wire the favorite control into all three surfaces","Subtask of: Implement favorites

_Epic: Catalogue, Search & Discovery_","High","Traveller","","epic-cat","phase-1-marketplace","","",""
"Sub-task","150","146","","Handle the guest-to-signed-in favorite merge","Subtask of: Implement favorites

_Epic: Catalogue, Search & Discovery_","High","Traveller","","epic-cat","phase-1-marketplace","","",""
"Story","151","115","","Build curated collections and ready-made trips","Editorial entry points for users who do not want to describe anything - a weekend in the north, a rainy-day list, a budget day out.

*Acceptance criteria*
* Admins can assemble collections from existing experiences.
* Collection pages render at /collections and each collection has its own page.
* A ready-made trip can be opened directly in the trip editor as a starting point.
* Collections respect publish state and never surface paused inventory.

*Subtasks*
* Model collections and collection items
* Build the admin collection editor
* Build the public collection index and detail pages
* Implement open-as-trip from a ready-made trip

_BRD reference: FR-010, FR-016_","Medium","Traveller","5","epic-cat","phase-1-marketplace","catalogue","content",""
"Sub-task","152","151","","Model collections and collection items","Subtask of: Build curated collections and ready-made trips

_Epic: Catalogue, Search & Discovery_","Medium","Traveller","","epic-cat","phase-1-marketplace","","",""
"Sub-task","153","151","","Build the admin collection editor","Subtask of: Build curated collections and ready-made trips

_Epic: Catalogue, Search & Discovery_","Medium","Traveller","","epic-cat","phase-1-marketplace","","",""
"Sub-task","154","151","","Build the public collection index and detail pages","Subtask of: Build curated collections and ready-made trips

_Epic: Catalogue, Search & Discovery_","Medium","Traveller","","epic-cat","phase-1-marketplace","","",""
"Sub-task","155","151","","Implement open-as-trip from a ready-made trip","Subtask of: Build curated collections and ready-made trips

_Epic: Catalogue, Search & Discovery_","Medium","Traveller","","epic-cat","phase-1-marketplace","","",""
"Story","156","115","","Surface related and nearby experiences","Suggestions that work without invoking the planner, with honest distance and travel-time context.

*Acceptance criteria*
* Each listing shows nearby and related experiences.
* Suggestions are based on location, category and compatibility, not on popularity invented by AI.
* Distance and estimated travel time are shown with each suggestion.
* Paused or unpublished inventory never appears.

*Subtasks*
* Implement the PostGIS nearby query with a tunable radius
* Implement category and attribute similarity scoring
* Build the related-experiences component
* Add travel-time context from the routing service

_BRD reference: FR-016_","Medium","Traveller","3","epic-cat","phase-1-marketplace","catalogue","discovery",""
"Sub-task","157","156","","Implement the PostGIS nearby query with a tunable radius","Subtask of: Surface related and nearby experiences

_Epic: Catalogue, Search & Discovery_","Medium","Traveller","","epic-cat","phase-1-marketplace","","",""
"Sub-task","158","156","","Implement category and attribute similarity scoring","Subtask of: Surface related and nearby experiences

_Epic: Catalogue, Search & Discovery_","Medium","Traveller","","epic-cat","phase-1-marketplace","","",""
"Sub-task","159","156","","Build the related-experiences component","Subtask of: Surface related and nearby experiences

_Epic: Catalogue, Search & Discovery_","Medium","Traveller","","epic-cat","phase-1-marketplace","","",""
"Sub-task","160","156","","Add travel-time context from the routing service","Subtask of: Surface related and nearby experiences

_Epic: Catalogue, Search & Discovery_","Medium","Traveller","","epic-cat","phase-1-marketplace","","",""
"Epic","161","","Business Portal","Business Portal","The supply side: onboarding, verification, listings, availability, the booking inbox and performance metrics. Nothing a business publishes reaches a traveller without passing admin verification.

*Phase:* Phase 1 - Marketplace MVP
*Stories in this epic:* 10","High","Business","","epic-biz","phase-1-marketplace","","",""
"Story","162","161","","Build business registration and onboarding","A business can create an organisation account and start preparing listings while verification is pending.

*Acceptance criteria*
* A business can register an organisation and land in a pending-verification state.
* Pending businesses can draft listings but cannot publish them.
* The onboarding checklist shows exactly what is still required.
* The organisation is isolated by RLS from the first row written.

*Subtasks*
* Model organisations, memberships and verification state
* Build the business sign-up flow
* Build the onboarding checklist screen
* Block publish while verification is pending
* Add the org-scoped session context

_BRD reference: FR-060, AC-09_","Highest","Business","5","epic-biz","phase-1-marketplace","business","onboarding",""
"Sub-task","163","162","","Model organisations, memberships and verification state","Subtask of: Build business registration and onboarding

_Epic: Business Portal_","Highest","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","164","162","","Build the business sign-up flow","Subtask of: Build business registration and onboarding

_Epic: Business Portal_","Highest","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","165","162","","Build the onboarding checklist screen","Subtask of: Build business registration and onboarding

_Epic: Business Portal_","Highest","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","166","162","","Block publish while verification is pending","Subtask of: Build business registration and onboarding

_Epic: Business Portal_","Highest","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","167","162","","Add the org-scoped session context","Subtask of: Build business registration and onboarding

_Epic: Business Portal_","Highest","Business","","epic-biz","phase-1-marketplace","","",""
"Story","168","161","","Build verification document submission","Collect what admin needs to verify a business, and make clear the badge is granted by Mshwar, never self-assigned.

*Acceptance criteria*
* A business can submit registration details and supporting documents.
* Uploaded documents are stored privately and are not publicly reachable.
* Verification state transitions are audit logged with actor and reason.
* The verified badge can only be set by an admin action.

*Subtasks*
* Build the document upload with private storage and signed URLs
* Model the verification submission and its review states
* Build the submission screen and status tracker
* Add the audit log entries for every state change

_BRD reference: FR-060, BR-02_","High","Business","5","epic-biz","phase-1-marketplace","business","trust",""
"Sub-task","169","168","","Build the document upload with private storage and signed URLs","Subtask of: Build verification document submission

_Epic: Business Portal_","High","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","170","168","","Model the verification submission and its review states","Subtask of: Build verification document submission

_Epic: Business Portal_","High","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","171","168","","Build the submission screen and status tracker","Subtask of: Build verification document submission

_Epic: Business Portal_","High","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","172","168","","Add the audit log entries for every state change","Subtask of: Build verification document submission

_Epic: Business Portal_","High","Business","","epic-biz","phase-1-marketplace","","",""
"Story","173","161","","Implement staff invitations and role-based permissions","An owner can bring in staff without handing over finance and settings access.

*Acceptance criteria*
* An owner can invite staff by email and assign a role.
* Roles limit access to listings, bookings, finance and settings independently.
* A staff member of one organisation cannot read any data from another.
* Invitations expire and can be revoked.

*Subtasks*
* Define the role and permission matrix
* Implement invitation issue, accept and revoke
* Enforce permissions in the API and hide unauthorised UI
* Build the team management screen
* Write cross-org and cross-role access tests

_BRD reference: FR-061, BR-21_","Medium","Business","5","epic-biz","phase-1-marketplace","business","security",""
"Sub-task","174","173","","Define the role and permission matrix","Subtask of: Implement staff invitations and role-based permissions

_Epic: Business Portal_","Medium","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","175","173","","Implement invitation issue, accept and revoke","Subtask of: Implement staff invitations and role-based permissions

_Epic: Business Portal_","Medium","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","176","173","","Enforce permissions in the API and hide unauthorised UI","Subtask of: Implement staff invitations and role-based permissions

_Epic: Business Portal_","Medium","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","177","173","","Build the team management screen","Subtask of: Implement staff invitations and role-based permissions

_Epic: Business Portal_","Medium","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","178","173","","Write cross-org and cross-role access tests","Subtask of: Implement staff invitations and role-based permissions

_Epic: Business Portal_","Medium","Business","","epic-biz","phase-1-marketplace","","",""
"Story","179","161","","Build the listing and experience editor","The form a business fills in to create sellable inventory, with validation strict enough that the planner can trust the output.

*Acceptance criteria*
* A business can create and edit listings with category, images, location, duration, pricing and policies.
* Required fields and data types are validated before publication, not after.
* Location is set on a map and validated to fall inside Lebanon.
* Weather sensitivity and group suitability are set at creation.

*Subtasks*
* Build the multi-step experience editor
* Implement image upload through ImageKit with transformations
* Implement the map location picker with coordinate validation
* Implement the pricing editor with price type and currency
* Implement the publish gate with a pre-publish validation report

_BRD reference: FR-062, AC-09, BR-03_","Highest","Business","8","epic-biz","phase-1-marketplace","business","catalogue",""
"Sub-task","180","179","","Build the multi-step experience editor","Subtask of: Build the listing and experience editor

_Epic: Business Portal_","Highest","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","181","179","","Implement image upload through ImageKit with transformations","Subtask of: Build the listing and experience editor

_Epic: Business Portal_","Highest","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","182","179","","Implement the map location picker with coordinate validation","Subtask of: Build the listing and experience editor

_Epic: Business Portal_","Highest","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","183","179","","Implement the pricing editor with price type and currency","Subtask of: Build the listing and experience editor

_Epic: Business Portal_","Highest","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","184","179","","Implement the publish gate with a pre-publish validation report","Subtask of: Build the listing and experience editor

_Epic: Business Portal_","Highest","Business","","epic-biz","phase-1-marketplace","","",""
"Story","185","161","","Build opening hours, slots, capacity and blackout management","The availability model the booking engine and the planner both read from.

*Acceptance criteria*
* A business can set weekly opening hours and dated exceptions.
* Slots carry start, end, capacity and remaining capacity.
* Blackout dates remove availability without deleting the slot definition.
* Every availability record stores last-updated timestamp and source.

*Subtasks*
* Model opening hours, exceptions, slots and blackouts
* Build the weekly hours editor
* Build the slot generator with recurrence rules
* Build the calendar view with blackout toggling
* Record actor and timestamp on every change

_BRD reference: FR-063, FR-041, BR-08_","Highest","Business","8","epic-biz","phase-1-marketplace","business","availability",""
"Sub-task","186","185","","Model opening hours, exceptions, slots and blackouts","Subtask of: Build opening hours, slots, capacity and blackout management

_Epic: Business Portal_","Highest","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","187","185","","Build the weekly hours editor","Subtask of: Build opening hours, slots, capacity and blackout management

_Epic: Business Portal_","Highest","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","188","185","","Build the slot generator with recurrence rules","Subtask of: Build opening hours, slots, capacity and blackout management

_Epic: Business Portal_","Highest","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","189","185","","Build the calendar view with blackout toggling","Subtask of: Build opening hours, slots, capacity and blackout management

_Epic: Business Portal_","Highest","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","190","185","","Record actor and timestamp on every change","Subtask of: Build opening hours, slots, capacity and blackout management

_Epic: Business Portal_","Highest","Business","","epic-biz","phase-1-marketplace","","",""
"Story","191","161","","Build the booking inbox","Where a business sees requests and answers them, with the answer flowing straight back to the traveller's itinerary.

*Acceptance criteria*
* Requests appear in the inbox with party size, date, experience and traveller note.
* A business can confirm or reject with a reason and an optional message.
* The response updates the traveller's itinerary and triggers a notification.
* Only bookings belonging to the organisation are visible.

*Subtasks*
* Build the inbox list with status and date filters
* Build the request detail and respond panel
* Implement confirm and reject with reason capture
* Wire the response to the notification outbox
* Add the org-scope assertion test

_BRD reference: FR-064, FR-066, AC-09_","Highest","Business","8","epic-biz","phase-1-marketplace","business","booking",""
"Sub-task","192","191","","Build the inbox list with status and date filters","Subtask of: Build the booking inbox

_Epic: Business Portal_","Highest","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","193","191","","Build the request detail and respond panel","Subtask of: Build the booking inbox

_Epic: Business Portal_","Highest","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","194","191","","Implement confirm and reject with reason capture","Subtask of: Build the booking inbox

_Epic: Business Portal_","Highest","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","195","191","","Wire the response to the notification outbox","Subtask of: Build the booking inbox

_Epic: Business Portal_","Highest","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","196","191","","Add the org-scope assertion test","Subtask of: Build the booking inbox

_Epic: Business Portal_","Highest","Business","","epic-biz","phase-1-marketplace","","",""
"Story","197","161","","Build the booking calendar and list views","A business needs both a day-by-day operational view and a filterable list.

*Acceptance criteria*
* Bookings render on a calendar by day and week.
* The list filters by status, date range and experience.
* Both views show capacity consumed against capacity available.
* Export to CSV is available for the filtered set.

*Subtasks*
* Build the calendar component with day and week modes
* Build the filterable booking list
* Add the capacity-utilisation indicator
* Implement filtered CSV export

_BRD reference: FR-066_","High","Business","5","epic-biz","phase-1-marketplace","business","booking",""
"Sub-task","198","197","","Build the calendar component with day and week modes","Subtask of: Build the booking calendar and list views

_Epic: Business Portal_","High","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","199","197","","Build the filterable booking list","Subtask of: Build the booking calendar and list views

_Epic: Business Portal_","High","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","200","197","","Add the capacity-utilisation indicator","Subtask of: Build the booking calendar and list views

_Epic: Business Portal_","High","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","201","197","","Implement filtered CSV export","Subtask of: Build the booking calendar and list views

_Epic: Business Portal_","High","Business","","epic-biz","phase-1-marketplace","","",""
"Story","202","161","","Implement pause and unpublish without data loss","A business must be able to stop taking bookings tomorrow without erasing last month.

*Acceptance criteria*
* An experience can be paused; it stops appearing in search and in new itineraries immediately.
* Existing bookings, reviews and analytics for the paused experience are preserved.
* Unpausing restores visibility without re-entering data.
* Paused state is visible in the business portal and in admin.

*Subtasks*
* Add the paused state and exclude it from all public queries
* Verify the planner excludes paused inventory
* Add pause and unpause controls with confirmation
* Write a test asserting historical records survive a pause

_BRD reference: FR-068, BR-24_","High","Business","3","epic-biz","phase-1-marketplace","business","catalogue",""
"Sub-task","203","202","","Add the paused state and exclude it from all public queries","Subtask of: Implement pause and unpublish without data loss

_Epic: Business Portal_","High","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","204","202","","Verify the planner excludes paused inventory","Subtask of: Implement pause and unpublish without data loss

_Epic: Business Portal_","High","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","205","202","","Add pause and unpause controls with confirmation","Subtask of: Implement pause and unpublish without data loss

_Epic: Business Portal_","High","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","206","202","","Write a test asserting historical records survive a pause","Subtask of: Implement pause and unpublish without data loss

_Epic: Business Portal_","High","Business","","epic-biz","phase-1-marketplace","","",""
"Story","207","161","","Build the business performance dashboard","Views, saves, itinerary inclusions, booking requests, confirmations and revenue - all derived from auditable events, not estimates.

*Acceptance criteria*
* The dashboard shows views, saves, itinerary inclusions, requests, confirmations and revenue where applicable.
* Every metric traces back to a recorded platform event.
* Date-range filtering works and the comparison period is stated.
* Metrics are org-scoped and cannot leak across organisations.

*Subtasks*
* Define the event taxonomy for business-facing metrics
* Implement event capture at each surface
* Build the aggregation queries with date ranges
* Build the dashboard screen with charts and an export

_BRD reference: FR-067_","Medium","Business","5","epic-biz","phase-1-marketplace","business","analytics",""
"Sub-task","208","207","","Define the event taxonomy for business-facing metrics","Subtask of: Build the business performance dashboard

_Epic: Business Portal_","Medium","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","209","207","","Implement event capture at each surface","Subtask of: Build the business performance dashboard

_Epic: Business Portal_","Medium","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","210","207","","Build the aggregation queries with date ranges","Subtask of: Build the business performance dashboard

_Epic: Business Portal_","Medium","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","211","207","","Build the dashboard screen with charts and an export","Subtask of: Build the business performance dashboard

_Epic: Business Portal_","Medium","Business","","epic-biz","phase-1-marketplace","","",""
"Story","212","161","","Separate public and internal business contact details","The phone number on the listing and the number operations calls at 8am are not the same number.

*Acceptance criteria*
* A business can set public contact details and separate internal fulfilment contacts.
* Internal contacts are never returned by public endpoints.
* Fulfilment instructions reach the confirmation email but not the public page.
* A test asserts internal fields are absent from the public serializer.

*Subtasks*
* Split the contact model into public and internal
* Build the contact and fulfilment settings screen
* Audit the public serializers for leakage
* Include fulfilment instructions in confirmation notifications only

_BRD reference: FR-069_","Medium","Business","3","epic-biz","phase-1-marketplace","business","privacy",""
"Sub-task","213","212","","Split the contact model into public and internal","Subtask of: Separate public and internal business contact details

_Epic: Business Portal_","Medium","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","214","212","","Build the contact and fulfilment settings screen","Subtask of: Separate public and internal business contact details

_Epic: Business Portal_","Medium","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","215","212","","Audit the public serializers for leakage","Subtask of: Separate public and internal business contact details

_Epic: Business Portal_","Medium","Business","","epic-biz","phase-1-marketplace","","",""
"Sub-task","216","212","","Include fulfilment instructions in confirmation notifications only","Subtask of: Separate public and internal business contact details

_Epic: Business Portal_","Medium","Business","","epic-biz","phase-1-marketplace","","",""
"Epic","217","","Admin, Moderation & Operations Console","Admin, Moderation & Operations Console","The operations surface that stands between supply and demand: verification, moderation, taxonomy, support, configuration and platform health. Every action here is audited.

*Phase:* Phase 1 - Marketplace MVP
*Stories in this epic:* 9","High","Admin","","epic-adm","phase-1-marketplace","","",""
"Story","218","217","","Build the admin authentication and permission model","Admin is a separate privilege level, not a flag on a normal account, and sensitive actions need elevated permission.

*Acceptance criteria*
* Admin access requires a distinct role that cannot be self-granted.
* Sensitive actions - financial overrides, booking state changes - require an elevated permission beyond basic admin.
* Every admin session is logged with actor, IP and duration.
* Admin routes are unreachable and invisible to non-admin accounts.

*Subtasks*
* Model admin roles and the elevated-permission tier
* Implement admin route guards on client and server
* Add admin session logging
* Build the admin role management screen
* Write privilege-escalation tests

_BRD reference: FR-070, FR-073, BR-20_","Highest","Admin","5","epic-adm","phase-1-marketplace","admin","security",""
"Sub-task","219","218","","Model admin roles and the elevated-permission tier","Subtask of: Build the admin authentication and permission model

_Epic: Admin, Moderation & Operations Console_","Highest","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","220","218","","Implement admin route guards on client and server","Subtask of: Build the admin authentication and permission model

_Epic: Admin, Moderation & Operations Console_","Highest","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","221","218","","Add admin session logging","Subtask of: Build the admin authentication and permission model

_Epic: Admin, Moderation & Operations Console_","Highest","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","222","218","","Build the admin role management screen","Subtask of: Build the admin authentication and permission model

_Epic: Admin, Moderation & Operations Console_","Highest","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","223","218","","Write privilege-escalation tests","Subtask of: Build the admin authentication and permission model

_Epic: Admin, Moderation & Operations Console_","Highest","Admin","","epic-adm","phase-1-marketplace","","",""
"Story","224","217","","Build the business verification queue","The queue where a submitted business becomes a verified one, or does not, with a reason either way.

*Acceptance criteria*
* An admin can review, approve, reject, suspend and re-verify businesses.
* Every action requires a reason and is written to the audit log.
* Approval sets the verified badge; nothing else can set it.
* The business is notified of the outcome with the reason where appropriate.

*Subtasks*
* Build the verification queue list with filters and SLA age
* Build the review detail with document viewer
* Implement approve, reject, suspend and re-verify with reason capture
* Wire outcome notifications to the business
* Add audit log entries for every transition

_BRD reference: FR-070, BR-02, AC-10_","Highest","Admin","8","epic-adm","phase-1-marketplace","admin","trust",""
"Sub-task","225","224","","Build the verification queue list with filters and SLA age","Subtask of: Build the business verification queue

_Epic: Admin, Moderation & Operations Console_","Highest","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","226","224","","Build the review detail with document viewer","Subtask of: Build the business verification queue

_Epic: Admin, Moderation & Operations Console_","Highest","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","227","224","","Implement approve, reject, suspend and re-verify with reason capture","Subtask of: Build the business verification queue

_Epic: Admin, Moderation & Operations Console_","Highest","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","228","224","","Wire outcome notifications to the business","Subtask of: Build the business verification queue

_Epic: Admin, Moderation & Operations Console_","Highest","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","229","224","","Add audit log entries for every transition","Subtask of: Build the business verification queue

_Epic: Admin, Moderation & Operations Console_","Highest","Admin","","epic-adm","phase-1-marketplace","","",""
"Story","230","217","","Build content moderation for listings, images and reviews","Moderate abuse without rewriting what people actually said, and keep the evidence.

*Acceptance criteria*
* An admin can moderate listings, images, reviews and other user-generated content.
* Moderation preserves the original content and history for audit and support.
* A review can be hidden for policy violation but never edited into different words.
* Bulk actions are available for obvious spam waves.

*Subtasks*
* Build the moderation queue with content-type filters
* Implement hide, restore and escalate actions with evidence retention
* Build the image moderation view
* Implement bulk moderation with a confirmation step
* Add the moderation audit trail

_BRD reference: FR-071, BR-11, AC-10_","High","Admin","8","epic-adm","phase-1-marketplace","admin","trust",""
"Sub-task","231","230","","Build the moderation queue with content-type filters","Subtask of: Build content moderation for listings, images and reviews

_Epic: Admin, Moderation & Operations Console_","High","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","232","230","","Implement hide, restore and escalate actions with evidence retention","Subtask of: Build content moderation for listings, images and reviews

_Epic: Admin, Moderation & Operations Console_","High","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","233","230","","Build the image moderation view","Subtask of: Build content moderation for listings, images and reviews

_Epic: Admin, Moderation & Operations Console_","High","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","234","230","","Implement bulk moderation with a confirmation step","Subtask of: Build content moderation for listings, images and reviews

_Epic: Admin, Moderation & Operations Console_","High","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","235","230","","Add the moderation audit trail","Subtask of: Build content moderation for listings, images and reviews

_Epic: Admin, Moderation & Operations Console_","High","Admin","","epic-adm","phase-1-marketplace","","",""
"Story","236","217","","Build taxonomy management","Categories, tags, amenities, suitability labels and weather-sensitivity classes, editable without a deploy and without breaking existing records.

*Acceptance criteria*
* An admin can create, rename, merge and retire taxonomy terms.
* Changes propagate to search and planning without orphaning existing assignments.
* Retiring a term keeps historical assignments intact and stops new ones.
* Term changes are versioned and audited.

*Subtasks*
* Build the taxonomy CRUD screens
* Implement merge and retire with reassignment
* Trigger search reindex on taxonomy change
* Add taxonomy change auditing

_BRD reference: FR-072_","High","Admin","5","epic-adm","phase-1-marketplace","admin","catalogue",""
"Sub-task","237","236","","Build the taxonomy CRUD screens","Subtask of: Build taxonomy management

_Epic: Admin, Moderation & Operations Console_","High","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","238","236","","Implement merge and retire with reassignment","Subtask of: Build taxonomy management

_Epic: Admin, Moderation & Operations Console_","High","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","239","236","","Trigger search reindex on taxonomy change","Subtask of: Build taxonomy management

_Epic: Admin, Moderation & Operations Console_","High","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","240","236","","Add taxonomy change auditing","Subtask of: Build taxonomy management

_Epic: Admin, Moderation & Operations Console_","High","Admin","","epic-adm","phase-1-marketplace","","",""
